title,platform,Score,release_year
NCAA March Madness 2003,PlayStation 2,7,2002
NCAA March Madness 2004,PlayStation 2,9,2003
NCAA March Madness 2004,Xbox,8,2003
NCAA March Madness 2005,PlayStation 2,9,2004
NCAA March Madness 2005,Xbox,9,2004
NCIS: The Game,PlayStation 3,5,2011
NCIS: The Game,Xbox 360,4,2011
Necromancer,Commodore 64/128,7,2008
Necromania: Traps of Darkness,PC,5,2005
Necropolis,PC,7,2016
NecroVisioN,PC,7,2009
Nectaris: Military Madness [1999],PlayStation,9,1999
Need for Speed,PlayStation 4,6,2015
Need for Speed Carbon,GameCube,8,2006
Need for Speed Carbon,PlayStation 2,8,2006
Need for Speed Carbon,PC,8,2006
Need for Speed Carbon,Xbox,8,2006
Need for Speed Carbon,Xbox 360,8,2006
Need for Speed Carbon,PlayStation 3,8,2006
Need for Speed Carbon,Wii,7,2006
Need for Speed Carbon 2D,Wireless,7,2007
Need for Speed Carbon: Own the City,Nintendo DS,8,2006
Need for Speed Carbon: Own the City,PlayStation Portable,7,2006
Need for Speed Carbon: Own the City,Game Boy Advance,7,2006
Need for Speed II,PlayStation,6,1997
Need for Speed III: Hot Pursuit,PlayStation,8,1998
Need for Speed III: Hot Pursuit,PC,7,1998
Need for Speed Most Wanted,PlayStation 3,9,2012
Need for Speed Most Wanted,Xbox 360,9,2012
Need for Speed Most Wanted,PC,9,2012
Need for Speed Most Wanted,iPhone,7,2012
Need for Speed Most Wanted,PlayStation Vita,7,2012
Need for Speed Most Wanted [2005],GameCube,9,2005
Need for Speed Most Wanted [2005],PlayStation 2,9,2005
Need for Speed Most Wanted [2005],PC,9,2005
Need for Speed Most Wanted [2005],Xbox,9,2005
Need for Speed Most Wanted [2005],Wireless,9,2005
Need for Speed Most Wanted [2005],Xbox 360,8,2005
Need for Speed Most Wanted [2005],Nintendo DS,4,2005
Need for Speed Most Wanted 5-1-0,PlayStation Portable,8,2005
Need for Speed Most Wanted U,Wii U,9,2013
Need for Speed Nitro,Wii,8,2009
Need for Speed Nitro,Nintendo DS,7,2009
Need for Speed Nitro-X,Nintendo DSi,8,2010
Need for Speed ProStreet,Nintendo DS,8,2007
Need for Speed ProStreet,Wireless,7,2007
Need for Speed ProStreet,Xbox 360,7,2007
Need for Speed ProStreet,PlayStation 3,7,2007
Need for Speed ProStreet,PC,7,2007
Need for Speed ProStreet,Wii,6,2007
Need for Speed ProStreet,PlayStation 2,6,2007
Need for Speed ProStreet,PlayStation Portable,5,2008
Need for Speed Rivals,PC,8,2013
Need for Speed Rivals,PlayStation 4,8,2013
Need for Speed Rivals,Xbox One,8,2013
Need for Speed Shift,Xbox 360,9,2009
Need for Speed Shift,PlayStation 3,9,2009
Need for Speed Shift,PC,9,2009
Need for Speed Shift,iPhone,9,2009
Need for Speed Shift,iPad,9,2010
Need for Speed Shift,PlayStation Portable,6,2009
Need for Speed Undercover,Wireless,8,2008
Need for Speed Undercover,iPhone,8,2009
Need for Speed Undercover,PlayStation Portable,6,2008
Need for Speed Undercover,Nintendo DS,6,2008
Need for Speed Undercover,PC,5,2008
Need for Speed Undercover,PlayStation 2,5,2008
Need for Speed Undercover,Xbox 360,5,2008
Need for Speed Undercover,Wii,5,2008
Need for Speed Undercover,PlayStation 3,4,2008
Need for Speed Underground,GameCube,9,2003
Need for Speed Underground,PC,9,2003
Need for Speed Underground,Xbox,9,2003
Need for Speed Underground,PlayStation 2,9,2003
Need for Speed Underground,GameCube,9,2003
Need for Speed Underground,Game Boy Advance,8,2004
Need for Speed Underground 2,Xbox,9,2004
Need for Speed Underground 2,PlayStation 2,9,2004
Need for Speed Underground 2,PC,9,2004
Need for Speed Underground 2,GameCube,8,2004
Need for Speed Underground 2,Game Boy Advance,8,2004
Need for Speed Underground 2,Wireless,8,2005
Need for Speed Underground 2,Nintendo DS,7,2005
Need for Speed Underground Rivals,PlayStation Portable,8,2005
Need for Speed World,PC,6,2010
Need for Speed: High Stakes,PlayStation,9,1999
Need for Speed: High Stakes,PC,8,1999
Need for Speed: Hot Pursuit,PlayStation 3,9,2010
Need for Speed: Hot Pursuit,PC,9,2010
Need for Speed: Hot Pursuit,Xbox 360,9,2010
Need for Speed: Hot Pursuit,iPhone,8,2010
Need for Speed: Hot Pursuit 2,PlayStation 2,9,2002
Need for Speed: Hot Pursuit 2,Xbox,7,2002
Need for Speed: Hot Pursuit 2,GameCube,7,2002
Need for Speed: Porsche Unleashed,PC,8,2000
Need for Speed: Porsche Unleashed,PlayStation,8,2000
Need for Speed: Porsche Unleashed,Game Boy Advance,6,2004
Need for Speed: The Run,PlayStation 3,7,2011
Need for Speed: The Run,Xbox 360,7,2011
Need for Speed: V-Rally,PlayStation,8,1997
Neighborhood Games,Wii,4,2009
Neighbors from Hell,PC,7,2003
Nemesis of the Roman Empire,PC,8,2004
Neo 21,NeoGeo Pocket Color,3,2000
Neo Cherry Master Color,NeoGeo Pocket Color,4,1999
Neo Contra,PlayStation 2,7,2004
Neo Dragon's Wild,NeoGeo Pocket Color,4,1999
Neo Golden Logress: Littlewing Solid State Pinball,Dreamcast,2,2000
Neo Mystery Bonus,NeoGeo Pocket Color,4,1999
Neo Scavenger,PC,8,2014
Neo Turf Masters,Wii,8,2008
Neo Turf Masters,NeoGeo Pocket Color,7,1999
Neo*Geo Cup '98 Plus,NeoGeo Pocket Color,7,2000
Neocron,PC,7,2002
NeoGeo Battle Coliseum,PlayStation 2,7,2008
NeoGeo Battle Coliseum,Xbox 360,6,2010
Neopets Puzzle Adventure,Nintendo DS,8,2008
Neopets Puzzle Adventure,PC,8,2008
Neopets Puzzle Adventure,Wii,5,2008
Neopets: Petpet Adventures -- The Wand of Wishing,PlayStation Portable,7,2006
Neopets: The Darkest Faerie,PlayStation 2,7,2005
NERF Arena Blast,PC,9,1999
NERF N-Strike,Wii,7,2008
NERF N-Strike Elite,Wii,8,2009
Nervous Brickdown,Nintendo DS,8,2007
NES Open Tournament Golf,NES,8,2007
NES Open Tournament Golf,Wii,8,2007
NES Play Action Football,NES,6,2007
NES Play Action Football,Wii,6,2007
NES Remix,Wii U,8,2013
NES Remix 2,Wii U,8,2014
Neutopia,Wii,8,2007
Neutopia,TurboGrafx-16,8,2007
Neutopia II,Wii,8,2007
Neutopia II,TurboGrafx-16,8,2007
NeverDead,Xbox 360,3,2012
NeverDead,PlayStation 3,3,2012
Neverland Card Battles,PlayStation Portable,5,2008
Neverwinter,PC,7,2013
Neverwinter,Xbox One,7,2015
Neverwinter Nights,PC,9,2002
Neverwinter Nights,Wireless,9,2004
Neverwinter Nights 2,PC,9,2006
Neverwinter Nights 2 Adventure Pack: Mysteries of Westgate,PC,7,2009
Neverwinter Nights 2: Mask of the Betrayer,PC,9,2007
Neverwinter Nights 2: Storm of Zehir,PC,8,2008
Neverwinter Nights: Hordes of the Underdark,PC,9,2003
Neverwinter Nights: Shadows of Undrentide,PC,8,2003
Neves,Nintendo DS,8,2007
NEVES Plus,Wii,8,2009
New Adventure Island,Wii,6,2007
New Adventure Island,TurboGrafx-16,6,2007
New Bust-A-Move,iPhone,7,2011
New Horizons,Super NES,8,2009
New International Track & Field,Nintendo DS,9,2008
New Legends,Xbox,6,2002
New Little King's Story,PlayStation Vita,6,2012
New Orbit,iPhone,7,2012
New Play Control! Donkey Kong Jungle Beat,Wii,8,2009
New Play Control! Mario Power Tennis,Wii,6,2009
New Play Control! Pikmin,Wii,8,2009
New Rally-X,Wireless,7,2005
New Rally-X,Xbox 360,4,2007
New Super Luigi U,Wii U,7,2013
New Super Luigi U (Nintendo eShop Edition),Wii U,7,2013
New Super Mario Bros.,Nintendo DS,10,2006
New Super Mario Bros. 2,Nintendo 3DS,9,2012
New Super Mario Bros. U,Wii U,9,2012
New Super Mario Bros. Wii,Wii,9,2009
New World Order,PC,4,2003
New York 3D Rollercoaster Rush,iPhone,8,2010
New York 3D Rollercoaster Rush,iPad,7,2010
New York Nights: Success in the City,Wireless,9,2005
New York Times Crosswords,Nintendo DS,8,2007
Newman Haas Racing,PlayStation,8,1998
Newtonica2: Return of the Baby Bird,iPhone,9,2009
Nexagon: Deathmatch,PC,7,2003
Next Life,PC,5,2007
Nexuiz,Xbox 360,8,2012
Nexus: The Jupiter Incident,PC,8,2005
NFL 2010,iPhone,8,2009
NFL 2011,iPhone,6,2010
NFL 2K,Dreamcast,10,1999
NFL 2K1,Dreamcast,10,2000
NFL 2K2,Dreamcast,9,2001
NFL 2K2,PlayStation 2,9,2001
NFL 2K2,Xbox,8,2002
NFL 2K3,Xbox,9,2002
NFL 2K3,PlayStation 2,9,2002
NFL 2K3,GameCube,9,2002
NFL Blitz,Xbox 360,9,2012
NFL Blitz,PlayStation 3,9,2012
NFL Blitz [1998],Nintendo 64,9,1998
NFL Blitz [1998],PlayStation,9,1998
NFL Blitz [1998],PC,9,1998
NFL Blitz 20-02,PlayStation 2,8,2002
NFL Blitz 20-02,GameCube,8,2002
NFL Blitz 20-02,Xbox,8,2002
NFL Blitz 20-02,Game Boy Advance,3,2001
NFL Blitz 20-03,Xbox,8,2002
NFL Blitz 20-03,GameCube,8,2002
NFL Blitz 20-03,PlayStation 2,8,2002
NFL Blitz 20-03,Game Boy Advance,1,2002
NFL Blitz 2000,PlayStation,9,1999
NFL Blitz 2000,Nintendo 64,9,1999
NFL Blitz 2000,Dreamcast,8,1999
NFL Blitz 2000,PC,8,1999
NFL Blitz 2000,Game Boy Color,2,1999
NFL Blitz 2001,Dreamcast,8,2000
NFL Blitz 2001,Nintendo 64,7,2000
NFL Blitz 2001,Game Boy Color,3,2000
NFL Blitz: Pro,PlayStation 2,8,2003
NFL Blitz: Pro,Xbox,8,2003
NFL Blitz: Pro,GameCube,8,2004
NFL Fever 2000,PC,8,1999
NFL Fever 2002,Xbox,8,2001
NFL Fever 2003,Xbox,8,2002
NFL Fever 2004,Xbox,8,2003
NFL Football,Lynx,4,1999
NFL Football 2005,Wireless,9,2004
NFL Football 2006,Wireless,8,2005
NFL GameDay,PlayStation,8,1996
NFL GameDay 2000,PlayStation,8,1999
NFL GameDay 2001,PlayStation,8,2000
NFL GameDay 2001,PlayStation 2,6,2000
NFL GameDay 2002,PlayStation 2,6,2001
NFL GameDay 2003,PlayStation 2,7,2002
NFL GameDay 2004,PlayStation 2,8,2003
NFL GameDay 97,PlayStation,8,1997
NFL GameDay 98,PlayStation,9,1997
NFL GameDay 99,PlayStation,9,1998
NFL GameDay 99,PC,6,1998
NFL Head Coach,Xbox,7,2006
NFL Head Coach,PlayStation 2,7,2006
NFL Head Coach,PC,7,2006
NFL Head Coach 09,Xbox 360,7,2008
NFL Head Coach 09,PlayStation 3,7,2008
NFL QB Club 2001,Nintendo 64,6,2000
NFL QB Club 2001,Dreamcast,3,2000
NFL QB Club 2002,PlayStation 2,6,2001
NFL QB Club 2002,GameCube,5,2002
NFL Quarterback Club '97,PlayStation,5,1996
NFL Quarterback Club '98,Nintendo 64,8,1997
NFL Quarterback Club '99,Nintendo 64,8,1998
NFL Quarterback Club 2000,Nintendo 64,6,1999
NFL Quarterback Club 2000,Dreamcast,2,1999
NFL Street,Xbox,9,2004
NFL Street,GameCube,9,2004
NFL Street,PlayStation 2,9,2004
NFL Street 2,GameCube,9,2004
NFL Street 2,Xbox,9,2004
NFL Street 2,PlayStation 2,9,2004
NFL Street 2: Unleashed,PlayStation Portable,8,2005
NFL Street 3,PlayStation 2,8,2006
NFL Street 3,PlayStation Portable,7,2006
NFL Tour,PlayStation 3,5,2008
NFL Tour,Xbox 360,5,2008
NFL Xtreme,PlayStation,5,1998
NFL Xtreme 2,PlayStation,6,1999
NGEN Racing,PlayStation,7,2000
NHL '98,PlayStation,8,1997
NHL '99,PC,9,1998
NHL '99,Nintendo 64,9,1998
NHL '99,PlayStation,9,1998
NHL 06,PC,9,2005
NHL 06,GameCube,9,2005
NHL 06,PlayStation 2,9,2005
NHL 06,Xbox,9,2005
NHL 07,Xbox 360,9,2006
NHL 07,PlayStation Portable,8,2006
NHL 07,Xbox,8,2006
NHL 07,PlayStation 2,8,2006
NHL 07,PC,8,2006
NHL 08,PlayStation 3,9,2007
NHL 08,Xbox 360,9,2007
NHL 09,Xbox 360,9,2008
NHL 09,PlayStation 3,9,2008
NHL 09,PC,6,2008
NHL 10,PlayStation 3,9,2009
NHL 10,Xbox 360,9,2009
NHL 11,Xbox 360,9,2010
NHL 11,PlayStation 3,9,2010
NHL 12,PlayStation 3,9,2011
NHL 12,Xbox 360,9,2011
NHL 13,Xbox 360,9,2012
NHL 13,PlayStation 3,9,2012
NHL 14,PlayStation 3,8,2013
NHL 14,Xbox 360,8,2013
NHL 15,PlayStation 4,7,2014
NHL 16,Xbox One,8,2015
NHL 16,PlayStation 4,8,2015
NHL 17,Xbox One,8,2016
NHL 2000,PlayStation,9,1999
NHL 2000,PC,8,1999
NHL 2000,Game Boy Color,5,2000
NHL 2001,PC,9,2000
NHL 2001,PlayStation,8,2000
NHL 2001,PlayStation 2,8,2000
NHL 2002,PlayStation 2,9,2001
NHL 2002,PC,9,2001
NHL 2002,Xbox,9,2001
NHL 2002,Game Boy Advance,8,2002
NHL 2003,PlayStation 2,9,2002
NHL 2003,PC,9,2002
NHL 2003,Xbox,9,2002
NHL 2003,GameCube,9,2002
NHL 2004,PlayStation 2,9,2003
NHL 2004,GameCube,9,2003
NHL 2004,Xbox,9,2003
NHL 2004,PC,9,2003
NHL 2005,GameCube,8,2004
NHL 2005,PlayStation 2,8,2004
NHL 2005,Xbox,8,2004
NHL 2K [2000],Dreamcast,9,2000
NHL 2K10,Wii,8,2009
NHL 2K10,PlayStation 3,7,2009
NHL 2K10,Xbox 360,7,2009
NHL 2K10,PlayStation 2,6,2009
NHL 2K11,iPhone,8,2010
NHL 2K11,Wii,7,2010
NHL 2K2,Dreamcast,9,2002
NHL 2K3,PlayStation 2,9,2002
NHL 2K3,GameCube,9,2002
NHL 2K3,Xbox,9,2002
NHL 2K6,PlayStation 2,9,2005
NHL 2K6,Xbox,9,2005
NHL 2K6,Xbox 360,8,2005
NHL 2K7,Xbox 360,9,2006
NHL 2K7,PlayStation 3,9,2006
NHL 2K7,Xbox,8,2006
NHL 2K7,PlayStation 2,8,2006
NHL 2K8,Xbox 360,9,2007
NHL 2K8,PlayStation 3,8,2007
NHL 2K8,PlayStation 2,7,2007
NHL 2K9,PlayStation 3,8,2008
NHL 2K9,Xbox 360,8,2008
NHL 2K9,Wii,7,2008
NHL 5-on-5 2006,Wireless,8,2005
NHL 5-on-5 Hockey,Wireless,8,2004
NHL Blades of Steel,Game Boy Color,7,1999
NHL Blades of Steel '99,Nintendo 64,5,1999
NHL Blades of Steel 2000,Game Boy Color,7,2000
NHL Blades of Steel 2000,PlayStation,3,2000
NHL Breakaway '98,PlayStation,7,1997
NHL Breakaway '98,Nintendo 64,7,1998
NHL Breakaway '99,Nintendo 64,6,1998
NHL Championship 2000,PlayStation,9,1999
NHL FaceOff,PlayStation,9,1996
NHL FaceOff '97,PlayStation,8,1997
NHL FaceOff '98,PlayStation,8,1997
NHL FaceOff '99,PlayStation,9,1998
NHL FaceOff 2000,PlayStation,7,1999
NHL FaceOff 2001,PlayStation 2,6,2001
NHL FaceOff 2003,PlayStation 2,5,2002
NHL Hitz 20-02,PlayStation 2,8,2001
NHL Hitz 20-02,Xbox,8,2001
NHL Hitz 20-02,GameCube,7,2001
NHL Hitz 20-03,PlayStation 2,8,2002
NHL Hitz 20-03,Xbox,8,2002
NHL Hitz 20-03,GameCube,8,2002
NHL Hitz 20-03,Game Boy Advance,7,2002
NHL Hitz Pro,PlayStation 2,9,2003
NHL Hitz Pro,GameCube,9,2003
NHL Hitz: Pro,Xbox,9,2003
NHL Powerplay '98,PlayStation,7,1997
NHL Rivals 2004,Xbox,7,2003
NHL Rock the Rink,PlayStation,8,2000
NHL Slapshot (Game & Hockey Stick),Wii,8,2010
NHRA Championship Drag Racing,PlayStation 2,7,2005
NHRA: Countdown to the Championship,PlayStation 2,7,2007
NHRA: Countdown to the Championship,PlayStation Portable,7,2007
Ni no Kuni: Wrath of the White Witch,PlayStation 3,9,2013
NIBIRU: Age of Secrets,PC,7,2005
Nickelodeon Party Blast,Xbox,1,2002
Nickelodeon's Teenage Mutant Ninja Turtles,Nintendo 3DS,5,2013
Nicktoons Movin',PlayStation 2,6,2004
Nicktoons Racing,Game Boy Advance,8,2002
Nicktoons Racing,Game Boy Color,3,2000
Nicktoons Unite!,Nintendo DS,5,2006
Nicktoons: Attack of the Toybots,Nintendo DS,7,2007
Nicktoons: Attack of the Toybots,Wii,6,2007
Nicktoons: Attack of the Toybots,PlayStation 2,6,2007
Nicktoons: Battle For Volcano Island,Nintendo DS,6,2006
Nicktoons: Battle for Volcano Island,PlayStation 2,4,2006
Nicktoons: Freeze Frame Frenzy,Game Boy Advance,5,2004
Nidhogg,PC,9,2014
Nier,Xbox 360,7,2010
Nier,PlayStation 3,7,2010
Night at the Museum: Battle of the Smithsonian -- The Video Game,Wii,8,2009
Night at the Museum: Battle of the Smithsonian -- The Video Game,Xbox 360,8,2009
Night at the Museum: Battle of the Smithsonian -- The Video Game,Nintendo DS,6,2009
Night Watch,PC,6,2006
Nightcaster,Xbox,7,2001
Nightcaster II: Equinox,Xbox,4,2002
Nightclub Empire,Wireless,9,2006
Nightlong: Union City Conspiracy,PC,7,1999
Nightmare Creatures,PlayStation,8,1997
Nightmare Creatures,Nintendo 64,7,1998
Nightmare Creatures,Wireless,7,2003
Nightmare Creatures II,PlayStation,8,2000
Nightmare Creatures II,Dreamcast,5,2000
NiGHTS into Dreams...,Saturn,9,2008
NiGHTS: Journey of Dreams,Wii,7,2007
Nightshade,PlayStation 2,7,2004
NightSky,PC,8,2011
Niki: Rock 'n' Ball,Wii,5,2009
Nikopol: Secrets of the Immortals,PC,8,2008
Nimbus,PC,8,2010
Ninja Assault,PlayStation 2,5,2002
Ninja Blade,Xbox 360,7,2009
Ninja Combat,NeoGeo,4,2008
Ninja Combat,Wii,4,2008
Ninja Commando,Wii,6,2008
Ninja Fishing,iPhone,8,2011
Ninja Five-O,Game Boy Advance,9,2003
Ninja Gaiden,Xbox,9,2004
Ninja Gaiden,NES,9,2007
Ninja Gaiden,Lynx,7,1999
Ninja Gaiden (Arcade),Wii,5,2010
Ninja Gaiden (NES),Wii,9,2007
Ninja Gaiden Black,Xbox,9,2005
Ninja Gaiden Episode 1: Destiny,Wireless,8,2004
Ninja Gaiden II,Xbox 360,9,2008
Ninja Gaiden II: The Dark Sword of Chaos,NES,9,2007
Ninja Gaiden II: The Dark Sword of Chaos,Wii,9,2007
Ninja Gaiden III,Xbox 360,3,2012
Ninja Gaiden III,PlayStation 3,3,2012
Ninja Gaiden III: Razor's Edge,Wii U,8,2012
Ninja Gaiden III: The Ancient Ship of Doom,Lynx,8,1999
Ninja Gaiden III: The Ancient Ship of Doom,NES,8,2008
Ninja Gaiden III: The Ancient Ship of Doom,Wii,8,2008
Ninja Gaiden Sigma,PlayStation 3,9,2007
Ninja Gaiden Sigma (Greatest Hits),PlayStation 3,9,2008
Ninja Gaiden Sigma 2,PlayStation 3,8,2009
Ninja Gaiden Sigma 2 Plus,PlayStation Vita,6,2013
Ninja Gaiden Sigma Plus,PlayStation Vita,8,2012
Ninja Gaiden: Dragon Sword,Nintendo DS,9,2008
Ninja JaJaMaru-kun,Wii,5,2007
Ninja Reflex,Wii,6,2008
Ninja Reflex,Nintendo DS,6,2008
Ninja Reflex: Steamworks Edition,PC,6,2008
Ninja Spirit,Wii,8,2007
Ninja Spirit,TurboGrafx-16,8,2007
Ninja Tower,Wireless,8,2004
Ninja: Shadow of Darkness,PlayStation,7,1998
Ninjabread Man,Wii,2,2008
Ninjatown,Nintendo DS,9,2008
Ninjatown: Trees of Doom,iPhone,7,2010
Nintendo DS Browser,Nintendo DS,4,2007
Nintendo Land,Wii U,9,2012
Nintendogs + Cats: French Bulldog & New Friends,Nintendo 3DS,7,2011
Nintendogs + Cats: Golden Retriever & New Friends,Nintendo 3DS,7,2011
Nintendogs + Cats: Toy Poodle & New Friends,Nintendo 3DS,7,2011
Nintendogs: Best Friends Version,Nintendo DS,9,2005
Nintendogs: Chihuahua & Friends,Nintendo DS,9,2005
Nintendogs: Dachshund & Friends,Nintendo DS,9,2005
Nintendogs: Dalmatian & Friends,Nintendo DS,9,2006
Nintendogs: Lab & Friends,Nintendo DS,9,2005
NIRA Intense Import Drag Racing,PC,7,1999
Nitrobike,Wii,7,2008
NitroStreet Racing,Wireless,8,2008
No Escape,PC,6,2000
No Fear Downhill Mountain Bike Racing,PlayStation,6,2000
No Gravity: The Plague of Mind,PlayStation Portable,7,2009
No Heroes Allowed!,PlayStation Portable,7,2010
No Man's Land: Fight for Your Rights!,PC,8,2003
No Man's Sky,PlayStation 4,6,2016
No More Heroes,Wii,8,2008
No More Heroes 2: Desperate Struggle,Wii,9,2010
No More Heroes: Heroes' Paradise,PlayStation 3,8,2011
No One Can Stop Mr. Domino,PlayStation,8,1998
No One Lives Forever,PC,9,2000
No One Lives Forever,Macintosh,9,2002
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,9,2002
No Rules: Get Phat,Game Boy Advance,3,2001
No Surrender: Battle of the Bulge,PC,6,2007
"No, Human",iPhone,8,2010
Nobunaga's Ambition,Super NES,7,2009
Nobunaga's Ambition,Wii,7,2009
Nobunaga's Ambition: Iron Triangle,PlayStation 2,8,2009
Nobunaga's Ambition: Rise to Power,PlayStation 2,7,2008
Noby Noby Boy,PlayStation 3,6,2009
Nocturne,PC,7,1999
NOM,Wireless,8,2006
NormalTanks,PlayStation Portable,3,2010
Norse By Norse West: The Return of the Lost Vikings,PlayStation,6,1997
North vs. South: The Great American Civil War,PC,7,1999
Northland,PC,6,2004
Nosferatu: The Wrath of Malachi,PC,7,2003
Nostalgia,Nintendo DS,7,2009
Nostradamus: The Last Prophecy,PC,7,2008
Not the Robots,PC,7,2014
Notepad,PC,2,1999
Novadrome,Xbox 360,4,2007
Novastorm,PlayStation,2,1996
NovaStrike,PlayStation 3,4,2008
Nox,PC,9,2000
NPPL: Championship Paintball 2009,Wii,5,2008
NPPL: Championship Paintball 2009,Xbox 360,5,2008
NPPL: Championship Paintball 2009,PlayStation 3,5,2008
NRA Gun Club,PlayStation 2,2,2006
NRA Varmint Hunter,PC,1,2005
Nuclear Strike,PlayStation,8,1997
Nuclear Strike,Nintendo 64,7,1999
Nuclear Throne,PC,9,2015
Numba,iPhone,8,2008
NyxQuest: Kindred Spirits,Wii,9,2009
NyxQuest: Kindred Spirits,iPhone,8,2011
O.D.T.: Escape... ...Or Die Trying,PlayStation,6,1998
O.M.G.,Windows Phone,8,2010
O.R.B.,PC,7,2002
Oasis [2006],Wireless,7,2007
Oblitus,PC,7,2015
Obscure,PlayStation 2,8,2005
Obscure,Xbox,8,2005
Obscure: The Aftermath,PlayStation 2,8,2008
Obscure: The Aftermath,Wii,7,2008
Obscure: The Aftermath,PC,6,2008
Obscure: The Aftermath,PlayStation Portable,6,2009
Ocean Commander,Wii,2,2009
Ocean's Thirteen,Wireless,6,2007
Octodad: Dadliest Catch,PC,8,2014
Octodad: Dadliest Catch,PlayStation 4,8,2014
Octomania,Wii,8,2008
Oculus Rift,PC,9,2016
Odama,GameCube,7,2006
Oddworld Adventures 2,Game Boy Color,7,2000
Oddworld: Abe's Exoddus,PC,9,1999
Oddworld: Abe's Exoddus,PlayStation,8,1998
Oddworld: Abe's Oddysee,PlayStation,8,1997
Oddworld: Munch's Oddysee,Xbox,7,2001
Oddworld: Munch's Oddysee,Game Boy Advance,4,2003
Oddworld: New 'n' Tasty,PlayStation 4,9,2014
Oddworld: Stranger's Wrath,Xbox,9,2005
Oddworld: Stranger's Wrath HD,PlayStation Vita,8,2012
Oddworld: Stranger's Wrath HD,PlayStation 3,8,2011
Odin Sphere,PlayStation 2,9,2007
Odin Sphere Leifthrasir,PlayStation 4,10,2016
Odin Sphere Leifthrasir,PlayStation Vita,10,2016
Odium,PC,7,1999
Odyssey: The Search for Ulysses,PC,5,2001
Off-Road Challenge,Nintendo 64,3,1998
Off-Road Drive,PC,5,2011
Off-Road Redneck Racing,PC,7,2001
Off-World Interceptor Extreme,PlayStation,4,1996
Official Formula 1 Racing,PC,5,1999
Offroad Extreme -- Special Edition,Wii,1,2007
Offshore Tycoon,Wii,5,2009
Offworld Trading Company,PC,8,2016
Ogre Battle,PlayStation,6,1997
Ogre Battle 64: Person of Lordly Caliber,Nintendo 64,9,2000
Ogre Battle 64: Person of Lordly Caliber,Wii,9,2010
Ogre Battle: The March of the Black Queen,Super NES,9,2009
Ogre Battle: The March of the Black Queen,Wii,9,2009
Oh! Edo Towns,iPhone,7,2011
Oil Rush,PC,7,2012
Oio,PC,8,2011
Okabu,PlayStation 3,6,2011
OKAGE: Shadow King,PlayStation 2,7,2001
Okami,PlayStation 2,9,2006
Okami,Wii,9,2008
Okami HD,PlayStation 3,9,2012
Okamiden,Nintendo DS,9,2011
OlliOlli,PC,8,2014
OlliOlli,PlayStation Vita,8,2014
OlliOlli 2: Welcome to OlliWood,PlayStation Vita,9,2015
OlliOlli 2: Welcome to OlliWood,PlayStation 4,9,2015
Olympic Soccer,PlayStation,6,1996
Olympic Summer Games: Atlanta '96,PlayStation,6,1996
Olympic Summer Games: Atlanta '96,PlayStation,6,1996
Omega Boost,PlayStation,6,1999
Omega Five,Xbox 360,8,2008
Omega Squadron: Annihilation 3D,Wireless,8,2007
Omerta: City of Gangsters,PC,5,2013
OMG 26 -- Our Mini Games,Nintendo DS,5,2007
Omikron: The Nomad Soul,PC,9,1999
Omikron: the Nomad Soul,Dreamcast,7,2000
Once Upon a Knight,PC,7,2003
ONE,N-Gage,8,2005
One,PlayStation,5,1997
One Man Army,iPhone,6,2011
One Must Fall: Battlegrounds,PC,7,2004
One Piece Grand Battle!,GameCube,7,2005
One Piece Grand Battle!,PlayStation 2,7,2005
One Piece: Burning Blood,PlayStation 4,7,2016
One Piece: Burning Blood,Xbox One,7,2016
One Piece: Grand Adventure,PlayStation 2,8,2006
One Piece: Grand Adventure,GameCube,8,2006
One Piece: Pirate Warriors,PlayStation 3,6,2012
One Piece: Pirate Warriors 3,PlayStation 4,7,2015
One Piece: Pirates' Carnival,PlayStation 2,5,2006
One Piece: Pirates' Carnival,GameCube,5,2006
One Piece: Romance Dawn,Nintendo 3DS,5,2014
One Piece: Unlimited Adventure,Wii,7,2008
One Piece: Unlimited World Red,Nintendo 3DS,7,2014
One Piece: Unlimited World Red,PlayStation 3,7,2014
One Piece: Unlimited World Red,Wii U,7,2014
One Two Boat Racing,PlayStation Portable,2,2010
Onechanbara: Bikini Samurai Squad,Xbox 360,3,2009
Onechanbara: Bikini Zombie Slayers,Wii,7,2009
Oni,PC,8,2001
Oni,Macintosh,8,2002
Oni,PlayStation 2,7,2001
Onimusha 2: Samurai's Destiny,PlayStation 2,9,2002
Onimusha 3: Demon Siege,PlayStation 2,9,2004
Onimusha Blade Warriors,PlayStation 2,7,2004
Onimusha Tactics,Game Boy Advance,7,2003
Onimusha: Dawn of Dreams,PlayStation 2,9,2006
Onimusha: Warlords,PlayStation 2,9,2001
Online Chess Kingdoms,PlayStation Portable,6,2006
Onslaught,Wii,6,2009
Ontamarama,Nintendo DS,7,2007
Ooga Booga,Dreamcast,9,2001
Oort Storm: FS5,iPhone,7,2009
OP15: Rising Threat,Wireless,8,2004
Open Kart,PC,7,2001
Open Season,Game Boy Advance,8,2006
Open Season,Nintendo DS,7,2006
Open Season,Wireless,7,2006
Open Season,GameCube,6,2006
Open Season,Xbox,6,2006
Open Season,Xbox 360,6,2006
